Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
560a86a1-8b91-360b-a9fe-f52abe01aa54,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Stefania815 Leffler128,F,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,609
4281fb18-acb9-3766-926f-817bd9469bcc,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1419
0e155ed6-c9aa-383e-bdc7-7986592967b1,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Melvina326 Glover433,F,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,1235
95e359bc-9de2-3af5-8367-f8dcc84c823e,c44f361c-2efb-3050-8f97-0354a12e2920,Louetta798 Thompson596,F,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1926
a18d9baf-6f37-3ef1-9580-5954bc406985,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,372
0bab5325-491c-326f-b1af-c28c8e4559f6,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ingrid581 Jacobson885,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,2595
777e8216-0510-394b-a3d6-22b3f831ae11,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Robbie31 Friesen796,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,311
584a32a8-2fc6-3c4f-947a-6b2c80851a1d,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,3852
7ab9dff2-d042-37ab-86fa-5dc1be732afc,ebc3f5c4-6700-34af-8323-85621c313726,Benedict104 Ziemann98,M,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,1714
c389231c-52b6-30d4-a8a9-002f09992142,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Douglass930 Windler79,M,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,466
faa87618-81eb-3ac8-923b-bf203be11e67,d692e283-0833-3201-8e55-4f868a9c0736,Damaris45 Borer986,F,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,2238
a84b251b-786a-3d56-b247-0be8ed3c7f43,d78e84ec-30aa-3bba-a33a-f29a3a454662,Jaclyn627 Kuhic920,F,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,278
c4d2ed7d-e1b3-37e2-82f9-b21046309ba4,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,2673
f2ee2f6a-476a-3603-9848-b5773334fc00,23834663-ed53-3da9-b330-d6e1ecb8428e,Isreal8 Kihn564,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,1983
2023a799-2651-317f-942e-af7d42ced2d9,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,481
d4d970f1-3905-33d9-8649-26e971d07903,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,540
d912a775-b8b4-3ba1-ac3b-2e2d41885250,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,1213
5b05da30-d5c5-3c7f-81d6-b3378a3ff3c7,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1911
b7b97452-4773-3e11-9334-7de44c5a59ef,03347b4d-994e-302b-848b-58019a4e274d,Alix578 Lynch190,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,931
eb909aa8-80c8-399b-8e89-f79727b011e9,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,391
0a030f7e-8fd7-3cdc-9ba4-018ec94d69e4,9a7149fa-49fc-3c87-b935-d29c55808717,Marcelene872 Mayert710,F,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,569
e2d3a787-83d4-3bd9-a769-753b3285078d,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,1838
01e50ec8-8cf7-3f62-8c72-9bdc0453fcd4,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,328
93f8038a-2a88-3bb2-8ef2-a37b8dcf0854,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,930
dc6cbbb3-afe0-3bd3-a3fd-94a87e1ba0e6,db0acede-4abe-3c01-8d03-5c68a190d8c7,Daren950 Nienow652,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,1223
f4d65590-22bd-3409-9734-71ffd19f4945,3d10019f-c88e-3de5-9916-6107b9c0263d,Darrick836 Franecki195,M,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2380
aa2c2d64-bf7c-3eba-af47-ea9b5794c86e,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,2555
8ff3babb-d294-3772-96a7-8c72307df38d,12c9daf5-a29c-36c9-ac55-28972463e566,Marcos263 Arroyo916,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1707
c03a8c79-0ad2-3a62-8d9e-9c30fbe795d8,27379046-608b-32f0-9df7-8c833cf5d11d,Abel832 Mosciski958,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,267
bb49afa2-3d8a-306c-a06e-a1715dd71af8,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,2226
1d60fcb3-5155-3ad0-82ac-9589f48c6ec4,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,486
db26a5ae-8026-3002-b849-2f4f1d6f1cb1,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,204
d9983def-f9fc-3fca-8c6e-88d9aff27ce0,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Loris321 Bradtke547,F,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,2040
fc897c25-b2ee-30c5-a945-d0eb13a1f96e,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,3111
8fb9c4b3-39f4-3bf0-ae07-1702054cdb81,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,790
43b6d00b-7643-36f8-8043-456d4eda39eb,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,3409
d54cdb71-e36b-3d50-a6fc-a99d54c8958e,465de31f-3098-365c-af70-48a071e1f5aa,Alta896 Schiller186,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,1353
1316ee2b-4541-350c-8d92-2e9cda532295,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Aline709 Turner526,F,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,569
5b52fd6e-45b3-3d0c-93ba-8c8e282d9a3b,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,485
85761314-d083-374e-96d4-2d892dfa00c6,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,114
e2850c33-b5f2-3733-9835-510eac214cfd,161a799c-4894-36f6-8ca7-2a71c8107f79,Eboni653 Torp761,F,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,129
ed4d8366-2eb4-3db7-870d-7977fc70a9dd,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,463
1e2c8eff-18b4-353b-ae46-844b81fdf14d,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,483
9f529022-166f-3db4-9f92-ff1ba11ee565,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,747
fb5a0e4f-fdea-3a2a-85a4-b6f3cfff2956,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Linsey338 Hilll811,F,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,278
0082cdc6-7774-3e65-afb5-5df6c85cb839,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Reinaldo138 Zieme486,M,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,119
cc4e4c6d-a813-3548-a07e-f40d720b7683,1bd44727-a8e3-322d-9c14-a5c529d6ce6d,Derrick232 Wintheiser220,M,GENERAL PRACTICE,940 Belmont Street,Brockton,MA,02301,42.065655,-71.05398,233
62c53dbf-0f4e-3716-9bb5-cba7e411d7a4,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Sondra191 Botsford977,F,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,694
c92f35d1-e0cd-330c-bd75-14d35632d459,a7500efb-720b-3e44-990a-0c3edc5a3990,Lilia791 Rangel145,F,GENERAL PRACTICE,1400 VFW Parkway,West Roxbury,MA,02132,42.2793,-71.1657,568
49337d68-eeb0-37bd-9f94-81951076851e,ae67223f-808e-33d3-a83e-066deebf35ed,Heriberto162 Smitham825,M,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,129
47370703-4a87-3561-87cd-da300ce11765,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Lorette239 King743,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,152
7a241a3b-398b-3743-b68a-cb6fe03f151a,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Iona921 Block661,F,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,10
1bc29e06-ddc3-3312-ac3b-eb529ae41b09,5259a506-b80b-3ed5-9c30-83188eabf33e,Ilana185 Dicki44,F,GENERAL PRACTICE,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,237
0eaec6a0-2892-3af6-9939-14f72fb05d3f,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Tanesha560 Schumm995,F,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,22
9bfda6c2-88e0-30af-ace4-443ea7b64128,c1c0c43e-ca87-3ee5-9549-be3f28afde81,Molly175 Macejkovic424,F,GENERAL PRACTICE,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,954
f2d6c4d3-63ee-39ce-aaf1-443c6450ad21,ed146054-9dd5-3f0b-83df-d29d983039c3,Gregory545 Gusikowski974,M,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,275
75548dc6-1212-3b32-b942-e255d844d773,3490b118-b33a-38e3-b763-f6f8f0039d6b,Walter473 Volkman526,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,12
30ee3060-eed9-3580-8dba-549e60361025,8881e3ee-e915-31b3-867f-8e2fbe41e887,Tera136 Tromp100,F,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,385
0bca8f98-abfa-30b1-9365-181773662ee9,0b78995f-8b45-34d3-969d-afcc456bb1c7,Alleen813 Anderson154,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,989
853d2d2e-ce50-347c-a032-640e658f6a01,cb72194a-b1fd-3089-afb6-cb8bb61f4f9c,Marcell728 Fritsch593,F,GENERAL PRACTICE,116 Long Pond Road,Plymouth,MA,02360,41.924313,-70.656654,246
c1b960b2-f15c-3f7e-9046-b762d22738cc,18f774ab-db01-37ba-95c4-44c4eab47089,Ahmed109 Hoeger474,M,GENERAL PRACTICE,110 West Squantum Street,Quincy,MA,02169,42.272617,-71.03133,53
ccc1c3fd-3418-3658-9325-3cc6c6a085c2,37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Jeffie441 Zieme486,F,GENERAL PRACTICE,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,740
e2bc1767-4ad2-3990-9abf-7f2be0626c6f,d311e70d-86e7-3c03-b115-53892bcf7ef1,Alexa171 Casper496,F,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,643
4b7703d1-77f9-3d51-b5d6-d22836aa2b44,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Antonio44 Rice937,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,413
a17df58e-d7a8-3b41-8d60-0a15142afd56,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Olympia319 Hickle134,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,10
b4169b74-e057-3be8-9e7c-9a12530d1f2f,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Claud279 Braun514,M,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,364
cdf21099-26a1-3f51-be44-fe8ae7b4ce17,78dbf052-6958-3c67-af45-b5a450b70fe4,Josh874 Stamm704,M,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,151
6fbdcbd3-cb12-3c96-b28f-4d63ce17f599,3a2242e0-de37-303b-bdfc-e160c7eae518,Artie871 Schultz619,F,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,117
0f536cc7-79b9-3ed0-90a9-868a4933084a,05f449e8-89fc-3204-ac89-2416cc734431,Julius90 Welch179,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
69bce7d6-2f83-3669-9b74-413ebd8fb174,05f449e8-89fc-3204-ac89-2416cc734431,Ricky354 Wunsch504,M,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
5787a53d-a36a-30ea-bb10-ef2d930a6361,05f449e8-89fc-3204-ac89-2416cc734431,Melita22 Welch179,F,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,35
55b48751-292a-397d-a37b-e0d1eaddbb63,d5f4875f-6df2-32a8-a01b-47267f47fc49,Germán350 Villaseñor332,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
e3f8db58-d228-36b3-9e5a-f55f4fd79d38,d5f4875f-6df2-32a8-a01b-47267f47fc49,Genoveva361 Carroll471,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
087bdab3-1946-3f56-b576-939e83604a1a,d5f4875f-6df2-32a8-a01b-47267f47fc49,Grant908 Olson653,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ac84326f-40cb-30c5-b2e4-05ea1cc785b4,d5f4875f-6df2-32a8-a01b-47267f47fc49,Mason910 Kris249,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
8dcfd10d-cbb4-3872-8a50-ba83dad1ab5f,d5f4875f-6df2-32a8-a01b-47267f47fc49,Francisco472 Greenfelder433,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
a117d4d5-a2cc-30a3-9246-6f0e367ca5ca,d5f4875f-6df2-32a8-a01b-47267f47fc49,Deloise241 Brown30,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
3a64406d-f865-3d79-86e1-b0026049db6d,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,14
130dd5ab-c718-3860-b840-52c0b3680b2f,b7dc82e4-3595-391b-a897-495dd7e5cf38,Cleora578 Ward668,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
f2d07e91-841c-3607-a695-ea18b6c4b44b,b7dc82e4-3595-391b-a897-495dd7e5cf38,Alba338 Rodriguez71,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
f5ff2dee-9caf-3d16-be3d-3404409d6845,b7dc82e4-3595-391b-a897-495dd7e5cf38,Sid118 Ward668,M,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,51
6ba1c0b8-d2ae-357a-8e3f-cb34be8f9b61,79e14b44-8026-3599-b8ac-14813879825e,Lawanda300 Halvorson124,F,CHIROPRACTIC,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,0
d2e2d9f7-0f85-3f4a-8b8f-60f92c325573,79e14b44-8026-3599-b8ac-14813879825e,Lawanda300 Halvorson124,F,GENERAL PRACTICE,307 MILL ST,HOLLISTON,MA,01746-1041,42.195951,-71.45343000000001,35
40d8101e-7d53-393d-bcb2-7e2ff445515e,c72c73fd-0c2a-3579-b732-130984e4883c,Jimmy858 Dietrich576,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,0
effc86e6-d7a4-380d-a99c-451b245bbffc,c72c73fd-0c2a-3579-b732-130984e4883c,Andre610 Feeney44,M,CHIROPRACTIC,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,0
39345b31-d64f-382b-be17-dd3bc1d94e69,c72c73fd-0c2a-3579-b732-130984e4883c,Jimmy858 Dietrich576,M,GENERAL PRACTICE,38,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,60
33c2155f-9273-3135-af30-0e6587f91760,dd7305b8-adee-34b8-81b5-f14fe05784e4,Kim439 Huels583,M,NURSE PRACTITIONER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
37464677-18db-3b3f-ba8d-d6c53dd6bffe,dd7305b8-adee-34b8-81b5-f14fe05784e4,Devora529 Eichmann909,F,NURSE PRACTITIONER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
524363e8-0762-3a21-9464-418c96eac5e4,dd7305b8-adee-34b8-81b5-f14fe05784e4,Kim439 Huels583,M,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
f8f55039-aa4b-3329-8c86-9ea41a449e34,dd7305b8-adee-34b8-81b5-f14fe05784e4,Devora529 Eichmann909,F,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
3fee6eae-a563-3ad6-a86d-b1c0b1cd988a,dd7305b8-adee-34b8-81b5-f14fe05784e4,Raymundo71 Lind531,M,CLINICAL SOCIAL WORKER,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,0
72b8cfd0-133e-35b0-9eba-f197327c38d6,dd7305b8-adee-34b8-81b5-f14fe05784e4,Mario764 Becerra708,M,GENERAL PRACTICE,10 PHOENIX ROW,HAVERHILL,MA,01832-5734,42.782945,-71.087436,32
61642a29-c602-3765-a7d5-59061cbaeda1,f0268df7-588d-3e55-bab9-e29862a3be00,Sun500 Ledner144,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
e658078c-4250-341d-8b20-7253b7577b58,f0268df7-588d-3e55-bab9-e29862a3be00,Sharee66 Heaney114,F,CHIROPRACTIC,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,0
ac4873aa-57a5-31d0-bac9-676dd05d972f,f0268df7-588d-3e55-bab9-e29862a3be00,Sun500 Ledner144,F,GENERAL PRACTICE,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,48
babc2d78-b3f6-3615-8033-6f3fafcfac3e,793474a4-7871-382e-8347-2d3f2e024869,Val761 Feest103,M,OPTOMETRY,44 UNION AVE,FRAMINGHAM,MA,01702-8216,42.307905,-71.436196,0
821054de-f14d-3be5-8eb8-ee359018fd76,793474a4-7871-382e-8347-2d3f2e024869,Cyrus914 Becker968,M,OPTOMETRY,44 UNION AVE,FRAMINGHAM,MA,01702-8216,42.307905,-71.436196,0
93d85f2f-8c4f-3647-ba86-1c921e73309a,793474a4-7871-382e-8347-2d3f2e024869,Roberto515 Hodkiewicz467,F,OPTOMETRY,44 UNION AVE,FRAMINGHAM,MA,01702-8216,42.307905,-71.436196,0
